SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,PONTE VILA FORMOSA (18K/01H),,
,Caudal médio diário (m3/s),FLAG,
20/06/2007 00:00,2.15,(vau),
21/06/2007 00:00,1.85,(vau),
22/06/2007 00:00,1.64,(vau),
23/06/2007 00:00,1.41,(vau),
24/06/2007 00:00,1.24,(vau),
25/06/2007 00:00,1.12,(vau),
26/06/2007 00:00,1.03,(vau),
27/06/2007 00:00,0.96,(vau),
28/06/2007 00:00,0.89,(vau),
29/06/2007 00:00,0.83,(vau),
30/06/2007 00:00,0.8,(vau),
01/07/2007 00:00,0.71,(vau),
02/07/2007 00:00,0.66,(vau),
03/07/2007 00:00,0.79,(vau),
04/07/2007 00:00,0.89,(vau),
05/07/2007 00:00,0.86,(vau),
06/07/2007 00:00,0.86,(vau),
07/07/2007 00:00,0.81,(vau),
08/07/2007 00:00,0.81,(vau),
09/07/2007 00:00,0.85,(vau),
10/07/2007 00:00,0.89,(vau),
11/07/2007 00:00,0.87,(vau),
12/07/2007 00:00,0.86,(vau),
13/07/2007 00:00,0.84,(vau),
14/07/2007 00:00,0.84,(vau),
15/07/2007 00:00,0.86,(vau),
16/07/2007 00:00,0.85,(vau),
17/07/2007 00:00,0.86,(vau),
18/07/2007 00:00,0.89,(vau),
19/07/2007 00:00,0.92,(vau),
20/07/2007 00:00,0.92,(vau),
21/07/2007 00:00,0.92,(vau),
22/07/2007 00:00,0.94,(vau),
23/07/2007 00:00,0.92,(vau),
24/07/2007 00:00,0.92,(vau),
25/07/2007 00:00,0.92,(vau),
26/07/2007 00:00,0.92,(vau),
27/07/2007 00:00,0.92,(vau),
28/07/2007 00:00,0.89,(vau),
29/07/2007 00:00,0.81,(vau),
30/07/2007 00:00,0.77,(vau),
31/07/2007 00:00,0.77,(vau),
01/08/2007 00:00,0.8,(vau),
02/08/2007 00:00,0.81,(vau),
03/08/2007 00:00,0.81,(vau),
04/08/2007 00:00,0.8,(vau),
05/08/2007 00:00,0.68,(vau),
06/08/2007 00:00,0.62,(vau),
07/08/2007 00:00,0.73,(vau),
08/08/2007 00:00,0.8,(vau),
09/08/2007 00:00,0.8,(vau),
10/08/2007 00:00,0.8,(vau),
11/08/2007 00:00,0.76,(vau),
12/08/2007 00:00,0.76,(vau),
13/08/2007 00:00,0.78,(vau),
14/08/2007 00:00,0.83,(vau),
15/08/2007 00:00,0.81,(vau),
16/08/2007 00:00,0.82,(vau),
17/08/2007 00:00,0.86,(vau),
18/08/2007 00:00,0.87,(vau),
19/08/2007 00:00,0.86,(vau),
20/08/2007 00:00,0.86,(vau),
21/08/2007 00:00,0.8,(vau),
22/08/2007 00:00,0.81,(vau),
23/08/2007 00:00,0.84,(vau),
24/08/2007 00:00,0.85,(vau),
25/08/2007 00:00,0.8,(vau),
26/08/2007 00:00,0.8,(vau),
27/08/2007 00:00,0.75,(vau),
28/08/2007 00:00,0.72,(vau),
29/08/2007 00:00,0.74,(vau),
30/08/2007 00:00,0.77,(vau),
31/08/2007 00:00,0.78,(vau),
01/09/2007 00:00,0.8,(vau),
02/09/2007 00:00,0.8,(vau),
03/09/2007 00:00,0.77,(vau),
04/09/2007 00:00,0.71,(vau),
05/09/2007 00:00,0.65,(vau),
06/09/2007 00:00,0.19,(vau),
07/09/2007 00:00,0.09,(vau),
08/09/2007 00:00,0.28,(vau),
09/09/2007 00:00,0.58,(vau),
10/09/2007 00:00,0.46,(vau),
11/09/2007 00:00,0.61,(vau),
12/09/2007 00:00,0.65,(vau),
13/09/2007 00:00,0.65,(vau),
14/09/2007 00:00,0.63,(vau),
15/09/2007 00:00,0.63,(vau),
16/09/2007 00:00,0.62,(vau),
17/09/2007 00:00,0.36,(vau),
18/09/2007 00:00,0.59,(vau),
19/09/2007 00:00,0.63,(vau),
20/09/2007 00:00,0.63,(vau),
21/09/2007 00:00,0.57,(vau),
22/09/2007 00:00,1.31,(vau),
23/09/2007 00:00,3.08,(vau),
24/09/2007 00:00,2.02,(vau),
25/09/2007 00:00,1.47,(vau),
26/09/2007 00:00,1.16,(vau),
27/09/2007 00:00,1.01,(vau),
28/09/2007 00:00,0.85,(vau),
29/09/2007 00:00,0.76,(vau),
30/09/2007 00:00,25.11,(vau),
01/10/2007 00:00,19.98,(vau),
02/10/2007 00:00,7.24,(vau),
03/10/2007 00:00,5.55,(vau),
04/10/2007 00:00,5.11,(vau),
05/10/2007 00:00,4.18,(vau),
06/10/2007 00:00,3.42,(vau),
07/10/2007 00:00,3,(vau),
08/10/2007 00:00,2.8,(vau),
09/10/2007 00:00,2.64,(vau),
10/10/2007 00:00,2.45,(vau),
11/10/2007 00:00,2.28,(vau),
12/10/2007 00:00,2.1,(vau),
13/10/2007 00:00,1.99,(vau),
14/10/2007 00:00,1.87,(vau),
15/10/2007 00:00,2.53,(vau),
16/10/2007 00:00,3.43,(vau),
17/10/2007 00:00,2.31,(vau),
18/10/2007 00:00,1.99,(vau),
19/10/2007 00:00,1.95,(vau),
20/10/2007 00:00,1.89,(vau),
21/10/2007 00:00,1.81,(vau),
22/10/2007 00:00,1.6,(vau),
23/10/2007 00:00,1.53,(vau),
24/10/2007 00:00,1.53,(vau),
25/10/2007 00:00,1.5,(vau),
26/10/2007 00:00,1.45,(vau),
27/10/2007 00:00,1.41,(vau),
28/10/2007 00:00,1.34,(vau),
29/10/2007 00:00,1.27,(vau),
30/10/2007 00:00,1.21,(vau),
31/10/2007 00:00,1.18,(vau),
01/11/2007 00:00,1.13,(vau),
02/11/2007 00:00,1.12,(vau),
03/11/2007 00:00,1.08,(vau),
04/11/2007 00:00,1.06,(vau),
05/11/2007 00:00,1.06,(vau),
06/11/2007 00:00,1,(vau),
07/11/2007 00:00,0.99,(vau),
08/11/2007 00:00,0.99,(vau),
09/11/2007 00:00,0.99,(vau),
10/11/2007 00:00,1.03,(vau),
11/11/2007 00:00,1.06,(vau),
12/11/2007 00:00,1.03,(vau),
13/11/2007 00:00,0.99,(vau),
14/11/2007 00:00,0.97,(vau),
15/11/2007 00:00,0.94,(vau),
16/11/2007 00:00,0.92,(vau),
17/11/2007 00:00,0.93,(vau),
18/11/2007 00:00,0.92,(vau),
19/11/2007 00:00,1.16,(vau),
20/11/2007 00:00,33.82,(vau),
21/11/2007 00:00,10.68,(vau),
22/11/2007 00:00,5.59,(vau),
23/11/2007 00:00,4.3,(vau),
24/11/2007 00:00,3.67,(vau),
25/11/2007 00:00,3.29,(vau),
26/11/2007 00:00,3.12,(vau),
27/11/2007 00:00,2.94,(vau),
28/11/2007 00:00,2.79,(vau),
29/11/2007 00:00,2.68,(vau),
30/11/2007 00:00,2.57,(vau),
01/12/2007 00:00,2.53,(vau),
02/12/2007 00:00,2.44,(vau),
03/12/2007 00:00,2.34,(vau),
04/12/2007 00:00,2.26,(vau),
05/12/2007 00:00,2.22,(vau),
06/12/2007 00:00,2.19,(vau),
07/12/2007 00:00,2.11,(vau),
08/12/2007 00:00,2.11,(vau),
09/12/2007 00:00,2.11,(vau),
10/12/2007 00:00,2.04,(vau),
11/12/2007 00:00,2.01,(vau),
12/12/2007 00:00,2.01,(vau),
13/12/2007 00:00,2.01,(vau),
14/12/2007 00:00,2.01,(vau),
15/12/2007 00:00,2,(vau),
16/12/2007 00:00,1.97,(vau),
17/12/2007 00:00,1.92,(vau),
18/12/2007 00:00,1.93,(vau),
19/12/2007 00:00,1.97,(vau),
20/12/2007 00:00,1.92,(vau),
21/12/2007 00:00,1.99,(vau),
22/12/2007 00:00,1.97,(vau),
23/12/2007 00:00,1.89,(vau),
24/12/2007 00:00,1.81,(vau),
25/12/2007 00:00,1.79,(vau),
26/12/2007 00:00,1.91,(vau),
27/12/2007 00:00,2.09,(vau),
28/12/2007 00:00,2.27,(vau),
29/12/2007 00:00,2.08,(vau),
30/12/2007 00:00,1.98,(vau),
31/12/2007 00:00,1.91,(vau),
01/01/2008 00:00,1.99,(vau),
02/01/2008 00:00,2.57,(vau),
03/01/2008 00:00,6.02,(vau),
04/01/2008 00:00,7.76,(vau),
05/01/2008 00:00,5.3,(vau),
06/01/2008 00:00,5.38,(vau),
07/01/2008 00:00,5.3,(vau),
08/01/2008 00:00,4.76,(vau),
09/01/2008 00:00,4.46,(vau),
10/01/2008 00:00,4.41,(vau),
11/01/2008 00:00,4.7,(vau),
12/01/2008 00:00,4.98,(vau),
13/01/2008 00:00,4.98,(vau),
14/01/2008 00:00,7.15,(vau),
15/01/2008 00:00,6.44,(vau),
16/01/2008 00:00,6.44,(vau),
17/01/2008 00:00,6.85,(vau),
18/01/2008 00:00,5.78,(vau),
19/01/2008 00:00,5.36,(vau),
20/01/2008 00:00,5.07,(vau),
21/01/2008 00:00,4.95,(vau),
22/01/2008 00:00,4.75,(vau),
23/01/2008 00:00,4.56,(vau),
24/01/2008 00:00,4.43,(vau),
25/01/2008 00:00,4.29,(vau),
26/01/2008 00:00,4.17,(vau),
27/01/2008 00:00,4.04,(vau),
28/01/2008 00:00,4,(vau),
29/01/2008 00:00,3.87,(vau),
30/01/2008 00:00,3.75,(vau),
31/01/2008 00:00,3.71,(vau),
01/02/2008 00:00,3.6,(vau),
02/02/2008 00:00,3.6,(vau),
03/02/2008 00:00,3.77,(vau),
04/02/2008 00:00,4.46,(vau),
05/02/2008 00:00,4.96,(vau),
06/02/2008 00:00,4.36,(vau),
07/02/2008 00:00,4.02,(vau),
08/02/2008 00:00,3.85,(vau),
09/02/2008 00:00,3.69,(vau),
10/02/2008 00:00,3.5,(vau),
11/02/2008 00:00,3.37,(vau),
12/02/2008 00:00,3.28,(vau),
13/02/2008 00:00,3.17,(vau),
14/02/2008 00:00,3.05,(vau),
15/02/2008 00:00,2.96,(vau),
16/02/2008 00:00,2.93,(vau),
17/02/2008 00:00,2.96,(vau),
18/02/2008 00:00,29.81,(vau),
19/02/2008 00:00,23.53,(vau),
20/02/2008 00:00,11.56,(vau),
21/02/2008 00:00,8.61,(vau),
22/02/2008 00:00,7.45,(vau),
23/02/2008 00:00,6.7,(vau),
24/02/2008 00:00,6.49,(vau),
25/02/2008 00:00,13.12,(vau),
26/02/2008 00:00,8.93,(vau),
27/02/2008 00:00,7.16,(vau),
28/02/2008 00:00,6.48,(vau),
29/02/2008 00:00,6,(vau),
01/03/2008 00:00,5.62,(vau),
02/03/2008 00:00,5.32,(vau),
03/03/2008 00:00,5.1,(vau),
04/03/2008 00:00,4.84,(vau),
05/03/2008 00:00,4.52,(vau),
06/03/2008 00:00,4.25,(vau),
07/03/2008 00:00,4.06,(vau),
08/03/2008 00:00,4.01,(vau),
09/03/2008 00:00,3.89,(vau),
10/03/2008 00:00,3.85,(vau),
11/03/2008 00:00,3.97,(vau),
12/03/2008 00:00,4.06,(vau),
13/03/2008 00:00,3.87,(vau),
14/03/2008 00:00,3.75,(vau),
15/03/2008 00:00,3.57,(vau),
16/03/2008 00:00,3.46,(vau),
17/03/2008 00:00,3.32,(vau),
18/03/2008 00:00,3.37,(vau),
19/03/2008 00:00,3.54,(vau),
20/03/2008 00:00,3.62,(vau),
21/03/2008 00:00,3.6,(vau),
22/03/2008 00:00,3.5,(vau),
23/03/2008 00:00,3.29,(vau),
24/03/2008 00:00,3.19,(vau),
25/03/2008 00:00,3.12,(vau),
26/03/2008 00:00,2.97,(vau),
27/03/2008 00:00,2.87,(vau),
28/03/2008 00:00,2.77,(vau),
29/03/2008 00:00,2.68,(vau),
30/03/2008 00:00,2.62,(vau),
31/03/2008 00:00,2.52,(vau),
01/04/2008 00:00,2.44,(vau),
02/04/2008 00:00,2.38,(vau),
03/04/2008 00:00,2.27,(vau),
04/04/2008 00:00,2.14,(vau),
05/04/2008 00:00,2.1,(vau),
06/04/2008 00:00,1.92,(vau),
07/04/2008 00:00,2,(vau),
08/04/2008 00:00,2.74,(vau),
09/04/2008 00:00,4.62,(vau),
10/04/2008 00:00,16.21,(vau),
11/04/2008 00:00,11.73,(vau),
12/04/2008 00:00,7.49,(vau),
13/04/2008 00:00,5.75,(vau),
14/04/2008 00:00,4.94,(vau),
15/04/2008 00:00,4.52,(vau),
16/04/2008 00:00,4.28,(vau),
17/04/2008 00:00,4.3,(vau),
18/04/2008 00:00,30.92,(vau),
19/04/2008 00:00,39.25,(vau),
20/04/2008 00:00,29.7,(vau),
21/04/2008 00:00,19.45,(vau),
22/04/2008 00:00,13.74,(vau),
23/04/2008 00:00,11.15,(vau),
24/04/2008 00:00,9.61,(vau),
25/04/2008 00:00,8.47,(vau),
26/04/2008 00:00,7.25,(vau),
27/04/2008 00:00,6.36,(vau),
28/04/2008 00:00,5.68,(vau),
29/04/2008 00:00,5.17,(vau),
30/04/2008 00:00,4.9,(vau),
01/05/2008 00:00,4.63,(vau),
02/05/2008 00:00,4.43,(vau),
03/05/2008 00:00,4.25,(vau),
04/05/2008 00:00,3.5,(vau),
05/05/2008 00:00,3.25,(vau),
06/05/2008 00:00,3.48,(vau),
07/05/2008 00:00,3.45,(vau),
08/05/2008 00:00,3.34,(vau),
09/05/2008 00:00,3.16,(vau),
10/05/2008 00:00,3.03,(vau),
11/05/2008 00:00,3.19,(vau),
12/05/2008 00:00,3.24,(vau),
13/05/2008 00:00,3.07,(vau),
14/05/2008 00:00,2.9,(vau),
15/05/2008 00:00,3.01,(vau),
16/05/2008 00:00,3.39,(vau),
17/05/2008 00:00,4.09,(vau),
18/05/2008 00:00,3.93,(vau),
19/05/2008 00:00,3.38,(vau),
20/05/2008 00:00,3.37,(vau),
21/05/2008 00:00,3.68,(vau),
22/05/2008 00:00,3.86,(vau),
23/05/2008 00:00,4.88,(vau),
24/05/2008 00:00,11.97,(vau),
25/05/2008 00:00,10.98,(vau),
26/05/2008 00:00,9.57,(vau),
27/05/2008 00:00,8.25,(vau),
28/05/2008 00:00,9.26,(vau),
29/05/2008 00:00,7.3,(vau),
30/05/2008 00:00,7.03,(vau),
31/05/2008 00:00,5.94,(vau),
01/06/2008 00:00,5.1,(vau),
02/06/2008 00:00,4.59,(vau),
03/06/2008 00:00,4.19,(vau),
04/06/2008 00:00,3.92,(vau),
05/06/2008 00:00,3.62,(vau),
06/06/2008 00:00,3.37,(vau),
07/06/2008 00:00,3.17,(vau),
08/06/2008 00:00,2.96,(vau),
09/06/2008 00:00,2.64,(vau),
10/06/2008 00:00,2.49,(vau),
11/06/2008 00:00,2.4,(vau),
12/06/2008 00:00,2.35,(vau),
13/06/2008 00:00,2.23,(vau),
14/06/2008 00:00,2.07,(vau),
15/06/2008 00:00,2.05,(vau),
16/06/2008 00:00,2.27,(vau),
17/06/2008 00:00,2.12,(vau),
18/06/2008 00:00,2.14,(vau),
19/06/2008 00:00,2.13,(vau),
20/06/2008 00:00,2.16,(vau),
21/06/2008 00:00,2.18,(vau),
22/06/2008 00:00,1.91,(vau),
23/06/2008 00:00,1.59,(vau),
24/06/2008 00:00,1.35,(vau),
25/06/2008 00:00,1.24,(vau),
26/06/2008 00:00,1.21,(vau),
27/06/2008 00:00,1,(vau),
28/06/2008 00:00,0.83,(vau),
29/06/2008 00:00,0.7,(vau),
30/06/2008 00:00,0.64,(vau),
01/07/2008 00:00,0.65,(vau),
02/07/2008 00:00,0.76,(vau),
03/07/2008 00:00,0.78,(vau),
04/07/2008 00:00,0.85,(vau),
05/07/2008 00:00,0.9,(vau),
06/07/2008 00:00,0.64,(vau),
07/07/2008 00:00,0.59,(vau),
08/07/2008 00:00,0.65,(vau),
09/07/2008 00:00,0.65,(vau),
10/07/2008 00:00,0.65,(vau),
11/07/2008 00:00,0.67,(vau),
12/07/2008 00:00,0.16,(vau),
13/07/2008 00:00,0,(vau),
14/07/2008 00:00,0,(vau),
15/07/2008 00:00,0,(vau),
16/07/2008 00:00,0,(vau),
17/07/2008 00:00,0,(vau),
18/07/2008 00:00,0,(vau),
19/07/2008 00:00,0,(vau),
20/07/2008 00:00,0,(vau),
21/07/2008 00:00,0,(vau),
22/07/2008 00:00,0,(vau),
23/07/2008 00:00,0,(vau),
24/07/2008 00:00,0,(vau),
25/07/2008 00:00,0,(vau),
26/07/2008 00:00,0,(vau),
27/07/2008 00:00,0,(vau),
28/07/2008 00:00,0,(vau),
29/07/2008 00:00,0,(vau),
30/07/2008 00:00,0,(vau),
31/07/2008 00:00,0,(vau),
01/08/2008 00:00,0,(vau),
02/08/2008 00:00,0,(vau),
03/08/2008 00:00,0,(vau),
04/08/2008 00:00,0,(vau),
05/08/2008 00:00,0.34,(vau),
06/08/2008 00:00,0.66,(vau),
07/08/2008 00:00,0.71,(vau),
08/08/2008 00:00,0.71,(vau),
09/08/2008 00:00,0.77,(vau),
10/08/2008 00:00,0.78,(vau),
11/08/2008 00:00,0.81,(vau),
12/08/2008 00:00,0.78,(vau),
13/08/2008 00:00,0.67,(vau),
14/08/2008 00:00,0.75,(vau),
15/08/2008 00:00,0.8,(vau),
16/08/2008 00:00,0.82,(vau),
17/08/2008 00:00,0.81,(vau),
18/08/2008 00:00,0.81,(vau),
19/08/2008 00:00,0.81,(vau),
20/08/2008 00:00,0.8,(vau),
21/08/2008 00:00,0.8,(vau),
22/08/2008 00:00,0.81,(vau),
23/08/2008 00:00,0.82,(vau),
24/08/2008 00:00,0.82,(vau),
25/08/2008 00:00,0.83,(vau),
26/08/2008 00:00,0.83,(vau),
27/08/2008 00:00,0.83,(vau),
28/08/2008 00:00,0.83,(vau),
29/08/2008 00:00,0.83,(vau),
30/08/2008 00:00,0.82,(vau),
31/08/2008 00:00,0.76,(vau),
01/09/2008 00:00,0.76,(vau),
02/09/2008 00:00,0.77,(vau),
03/09/2008 00:00,0.78,(vau),
04/09/2008 00:00,0.85,(vau),
05/09/2008 00:00,0.83,(vau),
06/09/2008 00:00,0.81,(vau),
07/09/2008 00:00,0.77,(vau),
08/09/2008 00:00,0.8,(vau),
09/09/2008 00:00,0.81,(vau),
10/09/2008 00:00,0.87,(vau),
11/09/2008 00:00,0.85,(vau),
12/09/2008 00:00,0.8,(vau),
13/09/2008 00:00,0.84,(vau),
14/09/2008 00:00,0.86,(vau),
15/09/2008 00:00,0.86,(vau),
16/09/2008 00:00,0.86,(vau),
17/09/2008 00:00,0.86,(vau),
18/09/2008 00:00,0.86,(vau),
19/09/2008 00:00,0.87,(vau),
20/09/2008 00:00,0.87,(vau),
21/09/2008 00:00,0.94,(vau),
22/09/2008 00:00,0.92,(vau),
23/09/2008 00:00,0.89,(vau),
24/09/2008 00:00,0.87,(vau),
25/09/2008 00:00,0.84,(vau),
26/09/2008 00:00,0.81,(vau),
27/09/2008 00:00,0.84,(vau),
28/09/2008 00:00,0.86,(vau),
29/09/2008 00:00,0.88,(vau),
30/09/2008 00:00,0.85,(vau),
01/10/2008 00:00,0.85,(vau),
02/10/2008 00:00,0.86,(vau),
03/10/2008 00:00,0.86,(vau),
04/10/2008 00:00,0.87,(vau),
05/10/2008 00:00,0.91,(vau),
06/10/2008 00:00,0.92,(vau),
07/10/2008 00:00,0.92,(vau),
08/10/2008 00:00,0.87,(vau),
09/10/2008 00:00,0.87,(vau),
10/10/2008 00:00,0.89,(vau),
11/10/2008 00:00,0.96,(vau),
12/10/2008 00:00,0.93,(vau),
13/10/2008 00:00,0.87,(vau),
14/10/2008 00:00,0.86,(vau),
15/10/2008 00:00,0.86,(vau),
16/10/2008 00:00,0.87,(vau),
17/10/2008 00:00,1.26,(vau),
18/10/2008 00:00,1.7,(vau),
19/10/2008 00:00,1.51,(vau),
20/10/2008 00:00,1.47,(vau),
21/10/2008 00:00,1.34,(vau),
22/10/2008 00:00,1.36,(vau),
23/10/2008 00:00,1.36,(vau),
24/10/2008 00:00,1.36,(vau),
25/10/2008 00:00,1.36,(vau),
26/10/2008 00:00,1.36,(vau),
27/10/2008 00:00,1.24,(vau),
28/10/2008 00:00,1.29,(vau),
29/10/2008 00:00,1.47,(vau),
30/10/2008 00:00,1.67,(vau),
31/10/2008 00:00,2.26,(vau),
01/11/2008 00:00,1.83,(vau),
02/11/2008 00:00,3.23,(vau),
03/11/2008 00:00,2.92,(vau),
04/11/2008 00:00,2.42,(vau),
05/11/2008 00:00,2.19,(vau),
06/11/2008 00:00,2.03,(vau),
07/11/2008 00:00,2.01,(vau),
08/11/2008 00:00,1.91,(vau),
09/11/2008 00:00,1.87,(vau),
10/11/2008 00:00,1.85,(vau),
11/11/2008 00:00,1.98,(vau),
12/11/2008 00:00,1.97,(vau),
13/11/2008 00:00,1.87,(vau),
14/11/2008 00:00,1.81,(vau),
15/11/2008 00:00,1.81,(vau),
16/11/2008 00:00,1.78,(vau),
17/11/2008 00:00,1.72,(vau),
18/11/2008 00:00,1.72,(vau),
19/11/2008 00:00,1.72,(vau),
20/11/2008 00:00,1.7,(vau),
21/11/2008 00:00,1.63,(vau),
22/11/2008 00:00,1.62,(vau),
23/11/2008 00:00,1.62,(vau),
24/11/2008 00:00,1.64,(vau),
25/11/2008 00:00,1.62,(vau),
26/11/2008 00:00,1.61,(vau),
27/11/2008 00:00,1.62,(vau),
28/11/2008 00:00,1.67,(vau),
29/11/2008 00:00,1.97,(vau),
30/11/2008 00:00,2.01,(vau),
01/12/2008 00:00,2.65,(vau),
02/12/2008 00:00,2.94,(vau),
03/12/2008 00:00,2.52,(vau),
04/12/2008 00:00,2.26,(vau),
05/12/2008 00:00,2.12,(vau),
06/12/2008 00:00,2.5,(vau),
07/12/2008 00:00,2.89,(vau),
08/12/2008 00:00,2.98,(vau),
09/12/2008 00:00,3.54,(vau),
10/12/2008 00:00,3.07,(vau),
11/12/2008 00:00,2.56,(vau),
12/12/2008 00:00,2.41,(vau),
13/12/2008 00:00,2.57,(vau),
14/12/2008 00:00,2.84,(vau),
15/12/2008 00:00,4.66,(vau),
16/12/2008 00:00,3.71,(vau),
17/12/2008 00:00,2.99,(vau),
18/12/2008 00:00,2.65,(vau),
19/12/2008 00:00,2.45,(vau),
20/12/2008 00:00,2.33,(vau),
21/12/2008 00:00,2.28,(vau),
22/12/2008 00:00,2.22,(vau),
23/12/2008 00:00,2.19,(vau),
24/12/2008 00:00,2.11,(vau),
25/12/2008 00:00,2.09,(vau),
26/12/2008 00:00,2.06,(vau),
27/12/2008 00:00,2.27,(vau),
28/12/2008 00:00,2.55,(vau),
29/12/2008 00:00,3,(vau),
30/12/2008 00:00,3.19,(vau),
31/12/2008 00:00,2.98,(vau),
01/01/2009 00:00,3.72,(vau),
02/01/2009 00:00,4.4,(vau),
03/01/2009 00:00,5.87,(vau),
04/01/2009 00:00,5.46,(vau),
05/01/2009 00:00,5.07,(vau),
06/01/2009 00:00,3.46,(vau),
07/01/2009 00:00,2.98,(vau),
08/01/2009 00:00,2.81,(vau),
09/01/2009 00:00,2.79,(vau),
10/01/2009 00:00,2.68,(vau),
11/01/2009 00:00,2.62,(vau),
12/01/2009 00:00,2.63,(vau),
13/01/2009 00:00,2.78,(vau),
14/01/2009 00:00,2.84,(vau),
15/01/2009 00:00,3.19,(vau),
16/01/2009 00:00,5.53,(vau),
17/01/2009 00:00,6.67,(vau),
18/01/2009 00:00,5.36,(vau),
19/01/2009 00:00,5.71,(vau),
20/01/2009 00:00,10.22,(vau),
21/01/2009 00:00,9.82,(vau),
22/01/2009 00:00,9.41,(vau),
23/01/2009 00:00,21.3,(vau),
24/01/2009 00:00,20.19,(vau),
25/01/2009 00:00,16.27,(vau),
26/01/2009 00:00,19.33,(vau),
27/01/2009 00:00,14.42,(vau),
28/01/2009 00:00,11.79,(vau),
29/01/2009 00:00,16.05,(vau),
30/01/2009 00:00,16.86,(vau),
31/01/2009 00:00,25.05,(vau),
01/02/2009 00:00,89.78,(vau),
02/02/2009 00:00,54.27,(vau),
03/02/2009 00:00,23.45,(vau),
04/02/2009 00:00,70.28,(vau),
05/02/2009 00:00,27.84,(vau),
06/02/2009 00:00,22.99,(vau),
07/02/2009 00:00,15.15,(vau),
08/02/2009 00:00,12.6,(vau),
09/02/2009 00:00,12.3,(vau),
10/02/2009 00:00,21.03,(vau),
11/02/2009 00:00,13.5,(vau),
12/02/2009 00:00,11.45,(vau),
13/02/2009 00:00,10.44,(vau),
14/02/2009 00:00,9.69,(vau),
15/02/2009 00:00,9.13,(vau),
16/02/2009 00:00,8.45,(vau),
17/02/2009 00:00,7.98,(vau),
18/02/2009 00:00,7.65,(vau),
19/02/2009 00:00,7.33,(vau),
20/02/2009 00:00,7.08,(vau),
21/02/2009 00:00,6.84,(vau),
22/02/2009 00:00,6.58,(vau),
23/02/2009 00:00,6.35,(vau),
24/02/2009 00:00,6.12,(vau),
25/02/2009 00:00,5.95,(vau),
26/02/2009 00:00,5.76,(vau),
27/02/2009 00:00,5.6,(vau),
28/02/2009 00:00,5.59,(vau),
01/03/2009 00:00,5.86,(vau),
02/03/2009 00:00,7.6,(vau),
03/03/2009 00:00,8.3,(vau),
04/03/2009 00:00,7.12,(vau),
05/03/2009 00:00,6.79,(vau),
06/03/2009 00:00,6.31,(vau),
07/03/2009 00:00,5.94,(vau),
08/03/2009 00:00,5.79,(vau),
09/03/2009 00:00,5.52,(vau),
10/03/2009 00:00,5.28,(vau),
11/03/2009 00:00,5.06,(vau),
12/03/2009 00:00,4.84,(vau),
13/03/2009 00:00,4.69,(vau),
14/03/2009 00:00,4.59,(vau),
15/03/2009 00:00,4.45,(vau),
16/03/2009 00:00,4.36,(vau),
17/03/2009 00:00,4.28,(vau),
18/03/2009 00:00,4.03,(vau),
19/03/2009 00:00,3.87,(vau),
20/03/2009 00:00,3.76,(vau),
21/03/2009 00:00,3.65,(vau),
22/03/2009 00:00,3.63,(vau),
23/03/2009 00:00,3.63,(vau),
24/03/2009 00:00,3.46,(vau),
25/03/2009 00:00,3.37,(vau),
26/03/2009 00:00,3.29,(vau),
27/03/2009 00:00,3.24,(vau),
28/03/2009 00:00,3.16,(vau),
29/03/2009 00:00,2.92,(vau),
30/03/2009 00:00,2.86,(vau),
31/03/2009 00:00,2.81,(vau),
01/04/2009 00:00,2.8,(vau),
02/04/2009 00:00,2.74,(vau),
03/04/2009 00:00,2.68,(vau),
04/04/2009 00:00,2.66,(vau),
05/04/2009 00:00,2.63,(vau),
06/04/2009 00:00,2.58,(vau),
07/04/2009 00:00,2.5,(vau),
08/04/2009 00:00,2.44,(vau),
09/04/2009 00:00,2.44,(vau),
10/04/2009 00:00,2.47,(vau),
11/04/2009 00:00,2.28,(vau),
12/04/2009 00:00,2.24,(vau),
13/04/2009 00:00,2.37,(vau),
14/04/2009 00:00,2.57,(vau),
15/04/2009 00:00,2.68,(vau),
16/04/2009 00:00,2.95,(vau),
17/04/2009 00:00,3.98,(vau),
18/04/2009 00:00,4.33,(vau),
19/04/2009 00:00,4.49,(vau),
20/04/2009 00:00,5.03,(vau),
21/04/2009 00:00,4.33,(vau),
22/04/2009 00:00,3.78,(vau),
23/04/2009 00:00,3.35,(vau),
24/04/2009 00:00,3.09,(vau),
25/04/2009 00:00,2.82,(vau),
26/04/2009 00:00,2.55,(vau),
27/04/2009 00:00,2.44,(vau),
28/04/2009 00:00,2.43,(vau),
29/04/2009 00:00,2.44,(vau),
30/04/2009 00:00,2.53,(vau),
01/05/2009 00:00,2.43,(vau),
02/05/2009 00:00,2.33,(vau),
03/05/2009 00:00,2.27,(vau),
04/05/2009 00:00,2.14,(vau),
05/05/2009 00:00,2.1,(vau),
06/05/2009 00:00,2.02,(vau),
07/05/2009 00:00,1.9,(vau),
08/05/2009 00:00,1.76,(vau),
09/05/2009 00:00,1.69,(vau),
10/05/2009 00:00,1.66,(vau),
11/05/2009 00:00,1.7,(vau),
12/05/2009 00:00,1.63,(vau),
13/05/2009 00:00,1.5,(vau),
14/05/2009 00:00,1.58,(vau),
15/05/2009 00:00,1.82,(vau),
16/05/2009 00:00,1.64,(vau),
17/05/2009 00:00,1.57,(vau),
